GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0022300373,576,4,0,4,12:14 AM,4:31,,,Holiday REBOUND (Off:2 Def:6),,,5,201950,Jrue Holiday,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
0022300373,577,2,80,4,12:14 AM,4:11,,,MISS Pritchard 26' 3PT Step Back Jump Shot,,,5,1630202,Payton Pritchard,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
0022300373,578,4,0,4,12:14 AM,4:09,KINGS Rebound,,,,,2,1610612758,,,,,,0,0,,,,,,0,0,,,,,,0
0022300373,580,6,2,4,12:15 AM,4:04,,,Queta S.FOUL (P4.PN) (I.Hwang),,,5,1629674,Neemias Queta,1610612738.0,Boston,Celtics,BOS,4,201580,JaVale McGee,1610612758.0,Sacramento,Kings,SAC,1,0,Henri Drell,,,,,1
0022300373,582,3,11,4,12:15 AM,4:04,MISS McGee Free Throw 1 of 2,,,,,4,201580,JaVale McGee,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
0022300373,583,4,1,4,12:15 AM,4:04,KINGS Rebound,,,,,2,1610612758,,,,,,0,0,,,,,,0,0,,,,,,0
0022300373,586,3,12,4,12:15 AM,4:04,MISS McGee Free Throw 2 of 2,,,,,4,201580,JaVale McGee,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
0022300373,584,8,0,4,12:15 AM,4:04,,,SUB: Brissett FOR Holiday,,,5,201950,Jrue Holiday,1610612738.0,Boston,Celtics,BOS,5,1629052,Oshae Brissett,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0
0022300373,587,4,0,4,12:15 AM,4:01,,,Queta REBOUND (Off:4 Def:2),,,5,1629674,Neemias Queta,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
0022300373,588,1,101,4,12:16 AM,3:43,,,Hauser 4' Driving Floating Jump Shot (10 PTS) (Pritchard 3 AST),137 - 114,-23,5,1630573,Sam Hauser,1610612738.0,Boston,Celtics,BOS,5,1630202,Payton Pritchard,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,1
